id_stand,id_presc,year,Thinning,Debark,t,0,5,10,15,20,25,30,35,40,   45,50,55,60,65,70,75,80,85,90,95,100,>102.5
SSB101         ,SSB101_2       , 2032,    0,    0,    70.0,      0.,      0.,      0.,      0.,      0.,      0.,     50.,     40.,     60.,     40.,     10.,     10.,     20.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1990,    0,    0,    28.0,      0.,    110.,    790.,    700.,    380.,    260.,     50.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1991,    0,    0,    29.0,      0.,      0.,    680.,    690.,    350.,    270.,     70.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1992,    0,    0,    30.0,      0.,      0.,    600.,    700.,    340.,    260.,    110.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1992,    1,    0,    30.0,      0.,      0.,      0.,    130.,    140.,    120.,     70.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1993,    0,    0,    31.0,      0.,      0.,      0.,     50.,    200.,    110.,     90.,     20.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1994,    0,    0,    32.0,      0.,      0.,      0.,     20.,    210.,    120.,     80.,     40.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1995,    0,    0,    33.0,      0.,      0.,      0.,     10.,    190.,    140.,     90.,     30.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1996,    0,    0,    34.0,      0.,      0.,      0.,     10.,    180.,    150.,     60.,     60.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1997,    0,    0,    35.0,      0.,      0.,      0.,      0.,    170.,    130.,     80.,     70.,     20.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1997,    1,    0,    35.0,      0.,      0.,      0.,      0.,    130.,    120.,     60.,     50.,     20.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1998,    0,    0,    36.0,      0.,      0.,      0.,      0.,    120.,    110.,     80.,     40.,     30.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 1999,    0,    0,    37.0,      0.,      0.,      0.,      0.,    100.,    120.,     80.,     40.,     30.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2000,    0,    0,    38.0,      0.,      0.,      0.,      0.,    100.,    110.,     90.,     40.,     30.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2001,    0,    0,    39.0,      0.,      0.,      0.,      0.,    100.,    100.,     90.,     50.,     30.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2002,    0,    0,    40.0,      0.,      0.,      0.,      0.,    100.,    100.,     90.,     40.,     40.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2002,    1,    0,    40.0,      0.,      0.,      0.,      0.,     80.,     80.,     70.,     30.,     40.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2003,    0,    0,    41.0,      0.,      0.,      0.,      0.,     30.,    120.,     80.,     20.,     40.,     20.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2004,    0,    0,    42.0,      0.,      0.,      0.,      0.,     20.,    120.,     90.,     10.,     40.,     30.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2005,    0,    0,    43.0,      0.,      0.,      0.,      0.,     10.,    120.,    100.,     10.,     30.,     30.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2006,    0,    0,    44.0,      0.,      0.,      0.,      0.,      0.,    120.,    100.,     20.,     30.,     30.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2007,    0,    0,    45.0,      0.,      0.,      0.,      0.,      0.,    120.,     90.,     30.,     30.,     30.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2007,    1,    0,    45.0,      0.,      0.,      0.,      0.,      0.,    100.,     70.,     30.,     30.,     30.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2008,    0,    0,    46.0,      0.,      0.,      0.,      0.,      0.,    100.,     60.,     40.,     30.,     30.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
SSB101         ,SSB101_3       , 2009,    0,    0,    47.0,      0.,      0.,      0.,      0.,      0.,    100.,     50.,     50.,     30.,     30.,     10.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.,      0.
